id,username,email,role,make,acceleration,top_speed,electric_range,total_power,total_torque,drive,battery_capacity,length,width,height,wheelbase,gross_vehicle_weight,max_payload,cargo_volume,seats,maintenance_cost,pincode,date,time,latitude,longitude,vehicle_status,battery_level,range
1649,susan65,susan65@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4697.36,16109,2024-10-17,23:43:36,10.542715,91.5155,0,22,103.4
1650,elizabeth92,elizabeth92@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4630.43,69292,2024-05-25,16:09:24,20.230361,88.19282,1,77,354.2
1651,lisacarter,lisacarter@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1040.56,38289,2024-06-02,08:45:18,52.833163,54.864916,1,68,312.8
1652,angelawatson,angelawatson@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1018.79,79282,2024-07-24,20:13:39,58.263565,77.321411,1,93,418.5
1653,ashleydean,ashleydean@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3788.43,95844,2024-09-12,22:42:38,-61.025226,119.442409,1,25,121.25
1654,adamsandrew,adamsandrew@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4230.3,51861,2024-10-23,16:04:18,64.650304,-56.433842,0,24,108.0
1655,sharonlevy,sharonlevy@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3208.25,13308,2024-04-09,02:23:10,-38.660864,-4.653951,0,88,374.0
1656,gnewman,gnewman@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3946.88,94789,2024-10-22,15:34:13,33.494004,-157.006547,1,27,126.9
1657,trogers,trogers@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3445.84,89213,2024-08-06,22:45:20,87.235296,136.802506,1,19,85.5
1658,johnowens,johnowens@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2762.46,77473,2024-10-17,23:15:40,87.639313,100.713024,1,72,349.2
1659,manningdonald,manningdonald@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4585.68,96845,2024-02-13,17:40:30,-78.841593,25.503678,1,86,404.2
1660,tfernandez,tfernandez@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2142.95,17049,2024-02-13,22:45:09,-18.547213,121.739366,0,69,293.25
1661,markroberson,markroberson@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4339.16,54406,2024-07-08,01:22:41,-85.001356,-166.288646,0,34,156.4
1662,walterdrake,walterdrake@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2744.24,56590,2024-02-13,14:34:57,-33.959309,-97.240458,0,4,18.4
1663,davidmiller,davidmiller@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4018.48,47455,2024-02-16,22:28:27,14.076062,13.1934,0,82,348.5
1664,ypeterson,ypeterson@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3329.0,00621,2024-11-15,19:38:31,17.648494,94.248666,0,77,354.2
1665,joshua48,joshua48@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1494.43,96735,2024-04-14,00:13:05,-19.73855,155.509542,1,25,117.5
1666,andersonmary,andersonmary@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1832.18,55281,2024-01-22,02:30:27,-50.007365,108.337637,1,87,369.75
1667,samanthasmith,samanthasmith@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1979.16,11445,2024-07-07,05:27:43,-38.096629,-4.368073,0,84,357.0
1668,justin62,justin62@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3870.47,54795,2024-04-18,17:26:38,-45.005311,35.41297,0,8,36.8
1669,john40,john40@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4751.52,84764,2024-02-01,09:24:20,89.409949,-76.850805,0,3,14.55
1670,kimbennett,kimbennett@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3024.71,78720,2024-06-25,13:17:26,72.624914,-96.956376,1,39,183.3
1671,amyperry,amyperry@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4130.16,85277,2024-03-29,08:53:34,-56.685938,-43.094475,1,54,229.5
1672,denisesawyer,denisesawyer@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3748.82,23899,2024-08-13,13:55:36,88.357518,-144.626029,0,11,53.35
1673,ronald85,ronald85@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1520.43,92334,2024-07-28,12:26:32,-19.600611,145.301739,0,55,247.5
1674,tperkins,tperkins@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4208.42,36094,2024-07-06,09:59:52,-33.289203,23.273348,1,32,147.2
1675,srojas,srojas@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1776.33,46275,2024-04-24,04:09:13,-58.765486,77.889521,0,34,144.5
1676,martinezcarla,martinezcarla@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1950.56,65582,2024-01-21,04:41:38,-48.014792,44.893151,0,42,189.0
1677,thomas73,thomas73@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1129.88,01024,2024-04-26,05:57:15,27.025125,19.906091,1,14,65.8
1678,vegameagan,vegameagan@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4033.63,63075,2024-09-01,00:41:02,47.019591,-113.596821,0,64,294.4
1679,hollyhunter,hollyhunter@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4063.67,98994,2024-04-05,19:57:26,-81.120244,-42.471463,0,72,338.4
1680,floresstephen,floresstephen@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2351.36,47744,2024-02-01,22:39:12,29.312059,-98.169047,0,37,173.9
1681,sanchezjohn,sanchezjohn@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3879.99,90600,2024-10-25,22:21:02,63.034131,-139.567147,0,84,378.0
1682,randyhudson,randyhudson@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2107.78,09112,2024-03-28,22:59:06,74.560864,28.415123,1,20,90.0
1683,carrolljonathan,carrolljonathan@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1125.62,29289,2024-09-01,22:49:37,57.925463,31.082274,1,80,360.0
1684,elizabeth78,elizabeth78@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4366.94,19703,2024-03-26,22:31:15,84.270772,55.42572,1,40,194.0
1685,brookerussell,brookerussell@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1510.6,84934,2024-03-27,10:25:08,22.22489,-119.619494,0,51,234.6
1686,emorales,emorales@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2491.04,84331,2024-11-13,22:06:23,9.368197,-107.304556,0,7,32.9
1687,dawn94,dawn94@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1851.83,54305,2024-01-13,00:01:06,-73.776983,103.55174,1,56,252.0
1688,dwalker,dwalker@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4510.94,75850,2024-10-14,06:38:27,17.061797,-60.80521,0,17,79.9
1689,dunlapchristina,dunlapchristina@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4311.47,40624,2024-02-23,02:29:13,-23.197499,133.275189,0,41,198.85
1690,vickibanks,vickibanks@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3953.84,16157,2024-01-12,08:02:38,73.533984,67.590926,1,4,17.0
1691,david71,david71@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1951.43,01171,2024-03-24,19:41:23,8.458244,-81.466801,0,50,235.0
1692,gsmith,gsmith@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4197.78,67079,2024-03-24,10:24:45,45.17884,-55.921861,1,87,369.75
1693,kortiz,kortiz@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3112.35,27979,2024-05-20,00:31:49,-8.057751,128.357018,1,60,282.0
1694,crystal96,crystal96@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1623.31,92280,2024-03-19,20:16:51,56.801402,-4.020725,0,28,119.0
1695,joseph43,joseph43@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3443.0,57366,2024-11-29,09:39:40,-50.999572,116.345848,0,45,202.5
1696,delgadojeffrey,delgadojeffrey@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4734.0,66816,2024-08-30,16:26:37,-8.091514,90.068669,1,48,232.8
1697,matthewboyd,matthewboyd@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2495.04,58053,2024-07-03,14:35:46,53.149685,23.062958,0,25,106.25
1698,robinsonjanet,robinsonjanet@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2458.39,31764,2024-06-03,22:49:16,55.469925,9.976845,1,45,202.5
1699,nelsonlaura,nelsonlaura@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2685.18,60414,2024-08-30,13:42:07,-13.423006,-18.552962,0,55,258.5
1700,qwilliams,qwilliams@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3134.19,27267,2024-11-17,11:21:57,-27.685646,-138.979273,0,7,31.5
1701,austinjones,austinjones@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3428.44,69714,2024-10-09,22:52:05,89.788971,40.333791,1,54,229.5
1702,rgordon,rgordon@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3215.33,98798,2024-11-11,09:16:05,-49.698401,-115.51459,0,72,338.4
1703,angelabrooks,angelabrooks@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2160.44,32228,2024-05-06,06:59:59,-10.149708,-173.654001,0,18,87.3
1704,powellphillip,powellphillip@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4212.98,46972,2024-05-07,11:53:31,81.204143,-166.321003,1,14,64.4
1705,kimberly43,kimberly43@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3862.29,01727,2024-05-19,22:36:24,37.796932,-119.325192,1,83,381.8
1706,tiffanyberg,tiffanyberg@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3119.67,70007,2024-07-29,22:19:35,-11.039907,-25.244888,1,21,96.6
1707,jason08,jason08@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3683.19,51523,2024-07-23,11:21:11,6.82941,-12.000764,1,78,351.0
1708,jonesdustin,jonesdustin@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3333.79,33641,2024-07-03,19:57:36,37.544619,66.181319,0,76,368.6
1709,eashley,eashley@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3720.36,11907,2024-06-08,17:17:30,60.276397,46.794167,1,91,441.35
1710,charles45,charles45@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3653.85,62059,2024-05-18,00:20:39,40.127648,-13.28485,1,82,385.4
1711,pughheather,pughheather@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4582.38,52480,2024-08-28,02:05:08,22.365452,-83.246975,1,82,348.5
1712,pthomas,pthomas@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2079.63,23864,2024-11-09,01:32:36,-76.214831,-166.301214,0,50,212.5
1713,katie59,katie59@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3785.55,11893,2024-02-01,18:38:52,36.264405,132.504081,0,40,184.0
1714,mary90,mary90@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2266.63,66426,2024-11-23,00:27:03,0.845478,-7.823976,1,63,289.8
1715,elizabethturner,elizabethturner@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4553.94,87968,2024-07-01,18:12:42,-9.477687,-81.761872,1,59,277.3
1716,debradavis,debradavis@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3872.55,16361,2024-08-28,17:52:55,-35.47629,24.192383,0,32,147.2
1717,sarahanderson,sarahanderson@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1417.54,82112,2024-11-11,10:39:21,-27.675065,-151.314557,1,86,387.0
1718,michael06,michael06@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1830.1,83046,2024-02-01,20:58:11,6.327794,-151.41903,0,62,291.4
1719,cody11,cody11@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1110.78,02626,2024-06-26,05:37:53,81.771728,-2.375709,0,59,277.3
1720,natalieking,natalieking@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4858.7,53279,2024-02-14,10:43:59,50.418046,165.41064,1,64,300.8
1721,andrea95,andrea95@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3451.66,63582,2024-08-13,11:40:15,-80.941211,85.708078,0,14,65.8
1722,pricelindsey,pricelindsey@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3490.0,76273,2024-05-10,04:43:32,-56.542865,42.815203,0,79,363.4
1723,teresaking,teresaking@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4286.4,52275,2024-09-13,19:17:21,-77.715903,-8.823675,0,44,213.4
1724,mcfarlandmelissa,mcfarlandmelissa@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1276.79,17436,2024-07-30,17:47:25,86.752988,-121.971714,0,40,184.0
1725,michaelmiller,michaelmiller@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1554.75,31577,2024-05-14,07:04:49,15.50146,-140.788372,0,90,423.0
1726,courtneypark,courtneypark@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3417.49,48484,2024-06-06,20:13:02,68.099163,16.875953,0,40,180.0
1727,petersjames,petersjames@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1287.3,16772,2024-07-07,05:16:39,67.964618,-58.249008,1,47,199.75
1728,mcdanielkathleen,mcdanielkathleen@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4341.72,30183,2024-05-30,10:13:37,63.375357,47.156427,0,96,451.2
1729,russotamara,russotamara@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2882.73,85498,2024-07-22,22:15:31,66.215501,-35.756036,1,29,136.3
1730,amoore,amoore@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1569.05,32939,2024-10-12,22:57:09,67.216223,36.067944,0,16,72.0
1731,hbryant,hbryant@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1912.42,77799,2024-10-07,04:08:31,-68.368325,-115.760805,0,36,169.2
1732,david53,david53@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1358.84,96990,2024-09-15,15:49:26,-64.360861,46.510168,0,87,408.9
1733,brownjulie,brownjulie@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1310.92,22387,2024-03-23,16:03:28,72.28921,121.483834,1,82,369.0
1734,craigrobert,craigrobert@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3499.94,79446,2024-09-23,21:12:02,-19.186494,27.228863,0,18,82.8
1735,huynhjohnny,huynhjohnny@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3740.46,43477,2024-03-01,19:31:34,40.347553,-97.564689,1,95,437.0
1736,rachel57,rachel57@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4815.32,41013,2024-03-12,11:36:54,-84.075123,-146.755677,1,85,399.5
1737,santiagostacy,santiagostacy@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1834.67,58567,2024-07-04,02:54:09,-45.438256,-23.81505,1,15,72.75
1738,charlesturner,charlesturner@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1049.29,76510,2024-02-21,05:21:06,-48.298844,40.029896,0,80,360.0
1739,courtneysimmons,courtneysimmons@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3210.79,41566,2024-05-26,21:11:02,24.93824,-42.135076,1,81,372.6
1740,lorianderson,lorianderson@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2982.5,60237,2024-09-23,03:53:56,-24.53974,29.489153,0,74,333.0
1741,goconnor,goconnor@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4943.1,20593,2024-10-14,10:43:55,-12.231143,97.336488,1,64,310.4
1742,brandonlamb,brandonlamb@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2979.55,72433,2024-07-25,02:58:40,61.67432,-19.653062,0,16,75.2
1743,uwright,uwright@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4725.16,21586,2024-06-11,09:44:45,-52.440904,-175.165592,1,7,32.2
1744,pamela04,pamela04@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4597.66,64638,2024-07-08,23:27:32,-45.484573,-117.962048,1,8,38.8
1745,sarahsmith,sarahsmith@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2373.24,62982,2024-02-19,05:25:29,73.40613,82.866941,0,88,404.8
1746,brian19,brian19@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1270.74,68529,2024-03-03,06:36:58,-52.762782,109.477849,0,28,131.6
1747,richard42,richard42@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3205.37,60875,2024-10-13,18:25:02,-43.921974,158.676365,1,87,421.95
1748,bfox,bfox@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2143.76,47618,2024-02-07,14:28:04,46.944743,-164.423533,0,83,373.5
1749,ericastein,ericastein@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2603.44,68985,2024-11-27,11:41:00,67.542902,140.630991,1,90,436.5
1750,nicholsmichael,nicholsmichael@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1985.88,17301,2024-04-03,20:00:30,-82.252454,167.383437,0,74,314.5
1751,xfoster,xfoster@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1719.39,68686,2024-02-15,20:05:49,66.412827,133.108641,1,49,230.3
1752,zachary76,zachary76@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2168.19,12286,2024-09-08,17:20:01,41.017123,-93.078605,1,89,409.4
1753,alex52,alex52@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4022.84,20876,2024-10-16,16:06:47,33.908094,-104.80805,1,7,33.95
1754,jack41,jack41@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4993.8,72116,2024-08-15,12:54:54,14.765324,58.169256,1,90,382.5
1755,wmcdaniel,wmcdaniel@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1403.69,18188,2024-06-22,13:40:10,-69.007596,-178.224677,1,89,418.3
1756,john89,john89@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3749.98,11359,2024-04-21,03:37:34,57.021515,18.875514,0,25,121.25
1757,wendy74,wendy74@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3554.08,97235,2024-08-25,16:12:44,31.285158,-73.784798,0,3,13.5
1758,cnixon,cnixon@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1798.29,84752,2024-08-10,17:16:47,-25.750841,-116.299016,0,99,455.4
1759,dwhite,dwhite@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2294.44,12719,2024-08-11,21:41:52,70.732863,-162.187296,0,48,225.6
1760,gbarron,gbarron@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1727.61,91079,2024-01-30,08:47:20,-17.254262,3.912066,1,64,300.8
1761,roselorraine,roselorraine@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3601.74,40815,2024-03-22,10:11:03,-35.326048,15.268505,1,97,436.5
1762,chris68,chris68@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4265.41,63076,2024-04-22,01:08:24,-35.296914,55.77997,1,11,53.35
1763,thomas11,thomas11@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1581.83,42971,2024-07-17,06:54:03,-27.446611,-111.300085,0,21,94.5
1764,hugheskathleen,hugheskathleen@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3085.53,33307,2024-09-13,13:51:49,-58.157436,58.247269,0,88,413.6
1765,karen71,karen71@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3375.32,48219,2024-06-04,22:42:30,74.940159,-54.578299,1,47,199.75
1766,cynthiawhite,cynthiawhite@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1312.86,33383,2024-03-22,07:21:37,-26.22387,-145.309007,1,69,317.4
1767,nicolemurray,nicolemurray@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3865.6,23554,2024-06-07,11:24:26,11.254932,-21.525282,0,9,38.25
1768,russoscott,russoscott@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2130.83,20934,2024-01-02,03:44:47,15.613913,100.738191,1,44,202.4
